,info,ticker
10,"Công ty Cổ phần Clever Group (ADG) có tiền thân là Công ty Cổ phần Quảng Cáo Thông minh được thành lập vào năm 2008. Công ty hoạt động chính trong lĩnh vực cung cấp dịch vụ quảng cáo trực tuyến. ADG trở thành công ty đại chúng từ tháng 06/2019. ADG trở thành đối tác chính thức của Google vào năm 2010 và trở thành đối tác cao cấp chính thức của Google từ năm 2011, chuyên cung cấp dịch vụ quảng cáo trực tuyến Google AdWords. ADG đứng vị trí số 1 về thị phần Google AdWords tại Việt Nam khi chiếm tới 15% thị phần. Từ năm 2013, ADG trở thành Đại lý ủy quyền đầu tiên của Facebook tại Việt Nam cung cấp dịch vụ quảng cáo Facebook. ADG được niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ tháng 12/2020. ",ADG
11," Công ty Cổ phần Sơn Á Đông (ADP) được thành lập năm 1970 là một trong hai nhà sản xuất lớn nhất và chi phối thị trường miền Nam trước năm 1975. Năm 2000 công ty chuyển sang hoạt động theo mô hình công ty cổ phần. Công ty là nhà sản xuất tiên phong sản phẩm sơn tôn cuộn (PCM) tại Việt Nam, chiếm thị phần lớn nhất cả nước. Công ty hiện nắm giữ khoảng 22% thị phần sơn PCM, 8% thị phần sơn tàu biển và công nghiệp độ bền cao và 6% thị phần sơn xây dựng và trang trí gốc dầu. Công ty hiện là nhà cung cấp thường xuyên cho các khách hàng lớn nhất tại Việt Nam như LD Dầu khí Vietsovpetro, Vinashin Corp., Lilama Corp., LD Tôn Phương Nam, T.A VietNam. Sản phẩm của công ty được thực hiện phân phối thông qua các hệ thống phân phối tại Hà Nội, Nha Trang, Phú Thọ, Nam Định, Đà Nẵng, Quảng Nam, Rạch Giá, và Cần Thơ. Ngày 27/07/2023, ADP chính thức giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE).  ",ADP
12,"Công ty Cổ phần Damsan (ADS) có tiền thân là Công ty Cổ phần Dệt sợi Damsan được thành lập vào năm 2006. Công ty hoạt động chính trong lĩnh vực kinh doanh, sản xuất các sản phẩm sợi và khăn bông. ADS trở thành công ty đại chúng từ năm 2011. Công ty là một trong các doanh nghiệp lớn nhất Việt Nam về quy mô sản xuất sợi với số lượng cọc sợi đứng thứ 5 cả nước. Hiện ADS đang quản lý vận hành 03 nhà máy dệt sợi với tổng công suất 16.560 tấn sợi/năm và 2.040 tấn khăn/năm. Bên cạnh đó, Công ty còn tham gia đầu tư phát triển và kinh doanh bất động sản nhà ở và hạ tầng khu công nghiệp với các dự án Tòa Nhà Dam San - Quang Trung tại Phường Quang Trung - Thành phố Thái Bình, Khu đô thị Phú Xuân - Damsan tại Thành phố Thái Bình và Cụm công nghiệp An Ninh tại xã An Ninh, huyện Tiền Hải, tỉnh Thái Bình. ADS được niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ tháng 06/2016. ",ADS
13,"Công ty Cổ phần Đầu tư và Phát triển Bất động sản An Gia (AGG) được thành lập vào năm 2012. Công ty hoạt động chính trong lĩnh vực đầu tư phát triển và kinh doanh các công trình nhà ở. AGG trở thành công ty đại chúng từ tháng 11/2019. Công ty đã đầu tư phát triển một số dự án nhà ở tiêu biểu tại khu vực thành phố Hồ Chí Minh và Vũng Tàu như: Dự án The Star tại quận Bình Tân, dự án The Garden tại quận Tân Phú , dự án Skyline, Riverside, River City, cụm dự án Lacasa (River Panorama 1, River Panorama 2, Sky 89 và Signial tại quận 7, và The Sóng tại thành phố Vũng Tàu. AGG lần lượt được niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ cuối năm 2019 và đầu năm 2020. ",AGG
14,"Công ty Cổ phần Xuất nhập khẩu An Giang (AGM) có tiền thân là Công ty Ngoại thương An Giang được thành lập vào năm 1976. Từ năm 2008, Công ty chuyển sang hoạt động theo mô hình công ty cổ phần. Hoạt động kinh doanh của Công ty tập trung ở lĩnh vực lương thực, vật tư nông nghiệp và xe gắn máy Honda Việt Nam. Trong đó kinh doanh lương thực vẫn là lĩnh vực chủ lực, chiếm tỷ trọng doanh thu cao nhất qua các năm. Năng lực sản xuất của Công ty đạt khoảng 250.000 tấn gạo/năm. Sản phẩm gạo của Công ty được xuất khẩu đi các thị trường Châu Á, Châu Phi và Châu Âu. AGM được niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ năm 2012. ",AGM
15,"Công ty Cổ phần Chứng khoán AGRIBANK (AGR) có tiền thân là Công ty TNHH Chứng khoán Ngân hàng Nông nghiệp và Phát triển nông thông Việt Nam trực thuộc Ngân hàng Nông nghiệp và Phát triển nông thông Việt Nam được thành lập vào năm 2000. Công ty chính thức hoạt động theo hình thức công ty cổ phần từ tháng 07/2009. Trong năm 2022, Doanh thu nghiệp vụ môi giới chứng khoán có giá trị bằng 76.3 tỷ đồng, giảm 24.67%. Lợi nhuận trước thuế đạt 180.41 tỷ đồng, giảm 58.24%. Tỷ lệ sinh lời trên vốn chủ sở hữu (ROE) ở mức 5.91 %, giảm 65.53%. AGR được niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ năm 2009. ",AGR
16," Công ty Cổ phần Nam Việt (ANV) có tiền thân là Công ty TNHH Nam Việt được thành lập vào năm 1993. Công ty hoạt động trong lĩnh vực nuôi trồng, chế biến thủy sản, xuất khẩu thủy sản, sản xuất thức ăn thủy sản. ANV chính thức hoạt động theo mô hình công ty cổ phần từ năm 2006. Sản phẩm của Công ty đã có mặt trên 100 quốc gia trên thế giới như Nga, EU, Trung quốc, Úc. ANV hiện đang sở hữu vận hành 04 nhà máy chế biến thủy sản với tổng công suất 1.050 tấn nguyên vật liệu/ngày. Công ty đã hoàn thành việc xây dựng chuỗi sản xuất khép kín từ con giống, thức ăn, nuôi trồng thủy sản tới chế biến với 08 dây chuyền sản xuất thức ăn chăn nuôi với tổng công suất lên đến 800 tấn/ngày và 250 ha vùng nuôi cá nguyên liệu. ANV chính thức niêm yết tại Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ năm 2007.  ",ANV
17," Công ty Cổ phần Chiếu xạ An Phú (APC) được thành lập vào năm 2003. Công ty hoạt động trong lĩnh vực chiếu xạ, cho thuê kho lạnh và các hoạt động khác. Công ty chủ yếu thực hiện chiếu xạ nhằm diệt vi sinh trên các mặt hàng như thủy hải sản, trái cây. 2 nhà máy chiếu xạ của Công ty có công suất thiết kế 250 tấn/ngày. Bên canh đó, Công ty có hệ thống kho lạnh 3.100 tấn có thể thực hiện dịch vụ trọn gói từ nhập kho - lưu trữ - chiếu xạ - xuất kho. APC được giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ năm 2010.  ",APC
18,"Công ty Cổ phần Chứng khoán APG (APG) có tiền thân là Công ty Cổ phần Chứng khoán An Phát được thành lập vào năm 2007. Công ty hoạt động trong lĩnh vực  môi giới chứng khoán, hoạt động đầu tư, hoạt động tư vấn và lưu ký chứng khoán.Năm 2021, Doanh thu nghiệp vụ môi giới chứng khoán bằng 205 tỷ đồng, tăng 6.512% so với cùng kỳ. Nợ vay ký quỹ/Vốn chủ sở hữu có giá trị bằng 35,43%. Lợi nhuận từ FVTPL bằng 85 tỷ đồng, gấp 6.570 lần so với cùng kỳ. Lợi nhuận từ FVTPL đóng góp 27,73% vào tổng lợi nhuận trước thuế. Lợi nhuận trước thuế đạt 308 tỷ đồng, tăng 950% so với cùng kỳ. Tỷ lệ sinh lời trên vốn chủ sở hữu (ROE) bằng 38,14%. APG được niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ năm 2016. ",APG
19," Công ty Cổ phần Tập đoàn An Phát Holdings (APH), được thành lập năm 2017. Lĩnh vực kinh doanh chính của Công ty là Sản xuất, bán và kinh doanh thương mại sản phẩm nhựa; Sản xuất sản phẩm và nguyên liệu sinh học phân hủy hoàn toàn; Sản xuất bao bì và hạt nhựa; Kinh doanh nhà xưởng, cho thuê đất và hạ tầng khu công nghiệp...An Phát hiện là doanh nghiệp có quy mô lớn nhất trong lĩnh vực sản xuất sản phẩm nhựa tại Việt Nam. Trong số các doanh nghiệp sản xuất sản phẩm túi nilong trong cả nước vừa phục vụ xuất khẩu vừa phục vụ thị trường nội địa, An Phát là doanh nghiệp có quy mô lớn nhất với sản lượng sản xuất hơn 8.000 tấn/tháng. Ngày 28/07/2020, APH chính thức giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE).  ",APH
20,"Công ty Cổ phần Tập đoàn ASG (ASG) có tiền thân là Công ty Cổ phần Dịch vụ Bưu chính Interserco – IPX được thành lập vào năm 2010. Công ty hoạt động trong lĩnh vực cung cấp dịch vụ phục vụ hàng hóa hàng không, dịch vụ phục vụ hành khách hàng không, dịch vụ vận tải hàng hóa và hành khách và dịch vụ khai thác kho bãi;. ASG trở thành công ty đại chúng từ năm 2018. ASG đang triển khai dịch vụ phục vụ hàng hóa hàng không bao gồm dịch vụ kho hàng không kéo dài và các dịch vụ liên quan tại nhà ga hàng hóa với tổng công suất phục vụ khoảng 360 nghìn tấn – 540 nghìn tấn/năm. Bên cạnh đó, ASG hiện sở hữu và khai thác hệ thống kho bãi với quy mô 21.000 m2 tại Khu Dịch vụ Logistics Nội Bài – Hà Nội, Khu Công nghiệp Yên Phong – Bắc Ninh và Khu Công nghiệp Yên Bình – Thái Nguyên. ",ASG
21,"Công ty Cổ phần Tập đoàn Sao Mai (ASM) có tiền thân là Công ty Cổ phần Đầu tư và Xây dựng Sao Mai tỉnh An Giang được thành lập vào năm 1997. Công ty hoạt động trong lĩnh vực xuất khẩu thủy sản, đầu tư xây dựng, kinh doanh bất động sản, phụ phẩm, và dịch vụ du lịch. ASM đã tham gia đầu tư phát triển gần 100 dự án bất động sản trải dài khắp cả nước. Công ty sở hữu Nhà máy Thủy sản với công suất 600 tấn nguyên liệu/ngày, Nhà máy chế biến thức ăn thủy sản với công suất 378.000 tấn/năm và nhà máy tinh luyện dầu cá của ASM với công suất 200 tấn/ngày. Bên cạnh đó, Công ty còn cung cấp dịch vụ du lịch lữ hành, nghỉ dưỡng, và lắp đặt hệ thống năng lượng mặt trời thông qua các công ty con. ASM được niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ năm 2010. ",ASM
22," Công ty Cổ phần Tập đoàn Dầu khí Anpha (ASP), tiền thân là Công ty Gia Đình được thành lập năm 1999. Năm 2004, Chuyển đổi mô hình kinh doanh và đổi tên thành Công ty Cổ phần Dầu khí AnPha. Hoạt động kinh doanh chính là mua bán khí hoá lỏng, vật tư thiết bị dầu khí, vận tải sản phẩm dầu khí theo đường bộ, đường biển. Công ty sở hữu 2 khó chứa LPG lớn gồm 1 tại cảng Đình vũ - Hải phòng có sức chứa 1.800 tấn và tải cảng Bourbon - Long an có sức chứa 1.300 tấn, ngoài ra còn có trạm chiết gas tại các công ty thành viên với tổng sức chứa khoảng 600 tấn. Sở hữu 2 trạm chiết áp lớn tại Ninh hiệp và Bến Lức, tổng công suất khoảng 150.000 tấn/năm. và đội xe vận chuyển gas chuyên dụng khoảng 100 chiếc. Việc sở hữu một hệ thống hoàn chỉnh từ khâu nhập khẩu, vận tải, tồn trữ đến phân phối bán buôn, bán lẻ trên địa bàn toàn quốc với qui mô lớn như vậy đã tạo cho công ty ưu thế về tính chủ động trong điều tiết nguồn hàng, dự trữ khi cần thiết cũng như đa dạng trong kinh doanh LPG ( bán buôn, bán lẻ gas dân dụng). Ngày 15/02/2008, ASP chính thức giao dịch tại Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE)  ",ASP
23,"Công ty Cổ phần Dịch vụ Hàng không Taseco (AST) có tiền thân là Công ty Cổ phần Dịch vụ Hàng không Taseco Nội Bài được thành lập vào năm 2015. Năm 2017, Công ty chuyển đổi mô hình kinh doanh, thành Công ty Cổ phần Dịch vụ Hàng không Taseco. Công ty hoạt động trong lĩnh vực cung cấp dịch vụ nhà hàng, bán hàng bách hóa, lưu niệm tại sân bay, kinh doanh khách sạn, dịch vụ quảng cáo và sản xuất cung cấp xuất ăn hàng không. Mạng lưới hoạt động dinh doanh của AST rộng khắp các cảng hàng không quốc tế trên cả nước. Chuỗi dịch vụ của Taseco Airs có mặt trên các sân bay từ miền Bắc (Sân bay quốc tế Nội Bài, Sân bay quốc tế Vân Đồn) vào miền Trung (Sân bay Quốc tế Đà Nẵng và Sân bay quốc tế Phú Bài – Huế) đến miền Nam (Sân bay Quốc tế Tân Sơn Nhất và Sân bay quốc tế Phú Quốc). Ngày 04/01/2018, AST chính thức giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE). ",AST
24,"Công ty cổ phần Nông nghiệp BAF Việt Nam (BAF) là một doanh nghiệp được hình từ năm 2017. Công ty hoạt động chính trong lĩnh vực chăn nuôi, phân phối giống vật nuôi, kinh doanh nông sản và chế biến thức ăn gia súc. Hoạt động kinh doanh của BAF được thực hiện theo mô hình khép kín 3F bao gồm thức ăn, trang trại và chế biến. Hiện tại, Công ty có 1 nhà máy sản xuất thức ăn gia súc với công suất 4.500 tấn/tháng, thực hiện cung cấp thức ăn chăn nuôi cho các trang trại của BAF. BaF đã sở hữu hệ thống 28 trại nuôi heo nái và heo thịt, bao gồm 17 trại đã vận hành và 11 trại đang phát triển trên cả nước. Trong số đó có 13 trang trại được xây dựng tại Tây Ninh.Các sản phẩm của BAF được phân phối thông qua các kênh truyền thống và hệ thống siêu thị. Ngày 03/12/2021, BAF chính thức giao dịch tại Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE). ",BAF
25," Công ty Cổ phần Bibica (BBC), tiền thân Công ty Cổ phần Bánh Kẹo Biên Hòa với thương hiệu Bibica, được thành lập năm 1999. Hoạt động kinh doanh chính của Công ty là sản xuất, phân phối các sản phẩm bánh kẹo như: Bánh quy, bánh cookies, bánh layer cake, chocolate, kẹo cứng, kẹo mềm, kẹo dẻo, snack, bột ngũ cốc dinh dưỡng, bánh trung thu, mạch nha. BBC đã phát triển hệ thống phân phối trải khắp các tỉnh thành trên toàn quốc với 160 nhà phân phối độc quyền, 150.000 điểm bán lẻ, hơn 3.000 siêu thị và chuỗi cửa hàng tiện lợi trên toàn quốc. Sản phẩm của Công ty được xuất khẩu đi hơn 16 quốc gia và vùng lãnh thổ. Công ty cổ phần Bibica là một trong những công ty sản xuất và kinh doanh bánh kẹo hàng đầu tại Việt Nam và có thương hiệu rất quen thuộc với người tiêu dùng. Mỗi năm công ty có thể cung cấp cho thị trường hơn 20.000 tấn bánh kẹo các loại như : bánh tết, bánh hura, bánh quy, socola, bánh trung thu, kẹo cứng, kẹo mềm,…Ngoài cung cấp các sản phẩm bánh kẹo trong thị trường nội địa, công ty còn cung cấp một số sản phẩm sang nước ngoài như Mỹ, Đức, Nam Phi. Ngày 19/12/2001, BBC chính thức giao dịch tại Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE).  ",BBC
26,"Công ty Cổ phần Xây Dựng và Giao Thông Bình Dương (BCE) được thành lập năm 2002. Công ty hoạt động chính trong lĩnh vực xây dựng dân dụng công nghiệp, giao thông và kinh doanh bất động sản. Các hoạt động sản xuất kinh doanh của công ty chủ yếu diễn ra tại Bình Dương. Công ty đã tham gia thi công thành công nhiều công trình với tiến độ thi công đảm bảo và chất lượng cao như: Trung tâm thương mại Mỹ Phước II, dự án phố thương mại Rich Town tại thành phố mới Bình Dương, Văn phòng Khu Liên Hợp Tỉnh Bình Dương. So với các đơn vị cùng ngành có thương hiệu mạnh như Công ty CP Xây Dựng và Đĩa ốc Hòa Bình, COTECCONS, Cơ khí Hai Thành, Tiên Tiến, Đại Dũng, trình độ khoa học kỹ thuật công nghệ của công ty đạt vào hạng khá. Trong lĩnh vực bất động sản, BCE đã thực hiện thành công nhiều dự án lớn như Trung tâm thương mại Mỹ Phước II, phố thương mại Rich Town... Ngày 28/06/2010 BCE chính thức giao dịch tại Sở Giao dịch chứng khoán Thành phố Hồ Chí Minh (HOSE). ",BCE
27," Công ty Cổ phần Bamboo Capital (BCG) có tiền thân là Công ty Cổ phần Thủ Phủ Tre được thành lập vào năm 2011. Công ty hoạt động trong các lĩnh vực đầu tư tài chính, sản xuất - thương mại, xây dựng, kinh doanh bất động sản và năng lượng tái tạo. BCG phát triển mảng sản xuất và thương mại trên những dòng sản phẩm chủ lực từ hệ thống công ty thành viên và liên kết, bao gồm đồ gỗ, bột sắn, cà phê, vật liệu xây dựng. BCG tham gia đầu tư xây dựng công trình giao thông theo hình thức BOT, BT. Công ty còn liên kết với các đối tác có tiềm lực tài chính cùng đầu tư và phát triển các dự án bất động sản tại thành phố Hồ Chí Minh, Đà Nẵng, Quảng Nam và các vùng lân cận. Bên cạnh đó, Công ty còn tham gia đầu tư phát triển các dự án năng lượng tái tạo. Hoạt động kinh doanh của công ty chủ yếu diễn ra tại các tình miền Nam và Nam Trung Bộ. Ngày 16/07/2015, BCG chính thức được giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE).  ",BCG
